ari.	claro.
Reqsiy.	Conocer.   
Yupay.	Contar.       
kuchuy.	Cortar.    
Seray.	Coser.       
Kamay.	Crear.  
Wiñay.	Crecer.       
Iñiy.	Creer. 
Qatay.	Cubrir.     
Hanpiy.	Curar.    
Qoy.	Dar.       
Manuy.	Deber de deuda.  
Niy.	Decir.       
Paskay.	Desatar.   
Samay.	Descansar.      
Qoray.	Deshierbar.   
Kutichiy.	Devolver.      
Nanay.	Dolor.    
Puñuy.	Dormir.       
Kuskachay.	Emparejar.  
Qallariy.	Empezar.      
Tanqay.	Empujar.   
Kanay.	Encender.       
Tariy.	Encontrar.  
Tinkuy.	Encontrarse.      
Onqoy.	Enfermar.   
Tulluyay.	Enflaquecer.     
Tupay.	Enfrentar.   
Chiriyay.	Enfriar.      
Qotuy.	Engañar. 
Werayay.	Engordar.      
Phiñakuy.	Enojar.   
Yachachiy.	Enseñar.      
Haykuy.	Entrar.   
Suchiy.	Enviar.      
Moqey.	Envidiar.   
Kaspiyay.	Erectar.      
Pantay.	Errar.    
Haspiy.	Escarbar.      
Taqwiy.	Escarbar.  
Ajllay.	Escoger.      
Pakay.	Esconder.  
Qelqay.	Escribir.      
Uyarikuy.	Escuchar.   
Kallpachay.	Esforzar.      
Suyay.	Esperar.    
Kay.	Estar.       
Ariy.	Estrenar.  
Charway.	Exprimir.     
Mastariy.	Extender.    
Paqarichiy.	Fabricar.      
Wañuy.	Fallecer.    
Saykuchiy.	Fatigar.      
Kusichay.	Felicitar.  
Hauqay.	Festejar.     
Manuy.	Fiar.     
Takyachiy.	Fijar.      
Chillchiy.	Filtrar.  
Tukuy.	Finalizar.      
Wañuy.	Finar.  
Mukmiy.	Fingir.     
Selqoy.	Firmar.   
Qelqay.	Firmar.     
Waqtay.	Flagelar.  
Raphapapay.	Flamear.     
Panrakachay.	Flojear. 
Qaranchay.	Forrar.      
Kallpacha.	Fortificar. 
Pakiy.	Fracturar.      
Qhetuy.	Fregar.    
Theqtichiy.	Freír.     
Pillchay.	Frisar.  
Qhakoy.	Frotar.      
Chinkay.	Fugar.    
Ayqey.	Fugar.       
Sayriy.	Fumar.   
Patakay.	Galopar.     
Llalliy.	Ganar.  
Qhanquy.	Ganguear.      
Seqey.	Garabatear. 
Iphuy.	Garuar.
Lloqhay.	Gatear.
Mujmuy.	Germinar.    
Muyuy.	Girar.  
Kamachikuy.	Gobernar.     
Takay.	Golpear.   
Phallallay.	Gorgear.     
Sutuy.	Gotear.    
Qochurikuy.	Gozar.      
Chekoy.	Grabar.  
Chikchiy.	Granizar.     
Ñutuy.	Granular.  
Reksikuy.	Gratitud.     
Qapariy.	Gritar.   
Waqaychay.	Guardar.      
Pusay.	Guiar. 
Qellmay.	Guiñar.      
Waykuy.	Guisar.   
Malliy.	Gustar.        
Kay.	Haber.   
Yachayniyuq.	Habilidad.    
Tiyay.	Habitar. 
Yachakuy.	Habituar.      
Rimay.	Hablar.   
Ruway.	Hacer.     
Chiriyachiy.	Hacer enfriar.
Tawqay.	Hacinar.     
Tariy.	Hallar.  
Amichiy.	Hartar.     
Layqay.	Hechizar.    
Asnay.	Heder.     
Qasay.	Helar.     
Kiriy.	Herir.       
Munaychay.	Hermosear.  
Tinpuy.	Hervir.     
Unuyachiy.	Hidratar.    
Phuskay.	Hilar.       
Turpuy.	Hincar.   
Punkiy.	Hinchar.     
Hekiy.	Hipar.   
Yupaychay.	Honrar.      
Qaqchay.	Horrorizar.  
Uskhiy.	Hosicar.      
Qorpachay.	Hospedar.  
Ayqiy.	Huir.       
Qosñiy.	Humear.  
Charanchay.	Humedecer.    
Ullphuchay.	Humillar. 
Chinkayachiy.	Hundir.    
Wilqay.	Hurgar.  
Suway.	Hurtar.       
Muskhiy.	Husmear.  
Kikinchay.	Identificar.     
Manayachay.	Ignorar.  
Kanchachiy.	Iluminar.    
Yachapakuy.	Imitar. 
Harkay.	Impedir.     
Mañakuy.	Implorar.  
Kutipakuy.	Impuganar.    
Tonpay.	Imputar.  
Yawrachiy.	Incendiar.      
Usphayachiy.	Incinerar. 
Phiñay.	Increpar.     
Oqllay.	Incubar.  
Tunpay.	Inculpar.      
Rikuchiy.	Indicar.   
Yaurariy.	Inflamar.     
Willay.	Informar.  
Haykuy.	Ingresar.      
Qallariy.	Iniciar.
P’alqachiy.	Injertar.     
Llaqtachakuy.	Inmigrar. 
Atipakuy.	Insistir.      
Q’ochachiy.	Insolar. 
Yachachiy.	Instruir.     
K’amiy.	Insultar. 
Kutipay.	Intentar.     
Tatichiy.	Interrumpir. 
Haykuchiy.	Introducir.     
Lluqllay.	Inundar.  
Kuskiy.	Investigar.                
Watukachay.	Investigar. 
Aypuriy.	Invitar.     
Ripuy.	Ir.    
Liphlliy.	Irradiar.    
Anqhipay.	Jadear. 
Pujllay.	Jugar.      
Huñuy.	Juntar.  
Apuq sutinta uqariy.	Jurar.     
Ruray.	Laborar. 
Yapuy.	Labrar.      
Ñuñuy.	Lactar. 
Kinranchay.	Ladear.      
Chaqway.	Ladrar.    
Waqay.	Lagrimear.              
Llakikuy.	Lamentar.  
Llaqway.	Lamer.     
Choqay.	Lanzar. 
Nanachiy.	Lastimar.    
Phatatatay.	Latir .
Taqsay.	Lavar.      
Saqey.	Legar. 
Hoqariy.	Levantar.      
Suqoy.	Libar. 
Tinkay.	Agradecer.     
Qespichiy.	Libertar. 
Qollanay.	Liderar.      
Chatay.	Ligar.  
Wahay.	Llamar.     
Chayay.	Llegar.  
Huntachiy.	Llenar.     
Apay.	Llevar. 
Waqay.	Llorar.     
Paray.	Llover. 
Maqanakuy.	Luchar.      
Saqtay.	Machacar.
Tutapay.	Madrugar.     
Poqoy.	Madurar.  
Ñakay.	Maldecir.    
Waqllichiy.	Malear.  
Alqochay.	Maltratar.     
Ñuñuy.	Mamar. 
Kamachiy.	Mandar      
Apay.	Manejar. 
Haywapakuy.	Manotear.     
Tuyruy.	Marcar.  
Naqeyachiy.	Marchitar.   
Khamuy.	Masticar  
Sapsay.	Masturbarse.     
Chawpinchay.	Mediar.        
Mañapakuy.	Mendigar.  
Pisipay.	Menguar.     
Llullakuy.	Mentir.     
Chaqruy.	Mezclar.     
Qhuruy.	Mochar.
Yupaychay.	Venerar.      
Wayray.	Ventear. 
Wayrachiy.	Ventilar.      
Rikuy.	Ver.  
Chiqanchay.	Verificar.      
Hichay.	Verter.  
Pachachiy.	Vestir.   
Puriy.	Viajar.   
Raqsay.	Vigilar.     
Watukuy.	Visitar.  
Penqachiy.	Vituperar.     
Kausay.	Vivir. 
Qapariy.	Vocear.      
Qaparqachay.	Vociferar.  
Phalay.	Volar.       
Tikray.	Voltear.  
Kutimuy.	Volver.      
Aqtoy.	Vomitar.  
Kunparayay.	Yacer.     
Lloqsiy.	Zafar. 
Challpukuy.	Zambullir.                                 
Taqtapeyay.	Zapatear.
Apichay.	Mojar.
Kutay.	Moler.  
Ichiy.	Montar.       
Kaniy.	Morder.  
Wañuy.	Morir.       
Rikuchiy.	Mostrar.  
Kuyuchiy.	Mover.      
Tikrachiy.	Mudar. 
Wituy.	Mutilar.     
Qespiy.	Nacer. 
Watatatay.	Nadar.    
Willay.	Narrar.  
Amatay.	Negar.      
Ritiy.	Nevar.  
Yupaychay.	Numerar.      
Uyakuy.	Obedecer.  
Qhaway.	Observar.      
Qhawapayay.	Observar.  
Allpay.	Obtener.      
Pakay.	Ocultar.  
Cheqniy.	Odiar.      
Qoy.	Ofrecer.  
Anqosay.	Brindar.     
Uyariy.	Oír. 
Qhawaykuy.	Ojear.      
Muskhiy.	Oler.   
Muskhipakuy.	Olfatear.     
Qonqay.	Olvidar. 
Qonqay.	Omitir.      
Sarunchay.	Oprimir. 
Akllay.	Optar.      
Allchay.	Orden. 
Kamachiy.	Ordenar.  
Chaway.	Ordeñar. 
Phaskichiy.	Orear.     
Hispay.	Orinar.  
Tutayay.	Oscurecer.     
Ñakariy.	Padecer. 
Taqllakuy.	Palmear.      
Llamiy.	Palpar.  
Sayay.	Parar.       
Rikchakuy.	Parecer.  
Wachay.	Parir.       
Rimay.	Parlar. 
Chillmipakuy.	Parpadear.    
Pakiy.	Partir. 
Purikuy.	Pasear.      
Michiy.	Pastar.  
Haytay.	Patear.      
Tatiy.	Pausar. 
Huchachay.	Pecar.     
Mañakuy.	Pedir.        
Maqay.	Pegar. 
Ñaqchay.	Peinar. 
Maqanakuy.	Pelear.    
Tipsiy.	Pelliscar.   
Satiy.	Penetrar.   
Hamutay.	Pensar. 
Chinkachiy.	Perder.      
Panpachay.	Perdonar.  
Chachay.	Perecer.      
Wankhay.	Perforar.
Qapachiy.	Perfumar.
Wiñaychay.	Perpetuar.
Qatikachay.	Perseguir.
Tatichiy.	Perturbar.
Challway.	Pescar.
Rumichay.	Petrificar.
Turpuy.	Picar.
Llinphiy.	Pintar.
Saruy.	Pisar.
Sarunchay.	Pisotear.
Mallkichay.	Plantar.
Taparay.	Plegar.
Llaqtachay.	Poblar.
Kallmay.	Podar.
Churay.	Poner.
Apay.	Portar.
Qhipachiy.	Postergar.
Ruwapakuy.	Practicar.
Ñawpariy.	Preceder.
Tapuy.	Preguntar.
Tipay.	Prender.
Tastay.	Prensar.
Riqsichiy.	Presentar.
Watupakuy.	Presentir.    
Umalliy.	Presidir.
Manuy.	Prestar.
Kamariy.	Prevenir.
Qallariy.	Principiar.
Malliy.	Probar.
Mirachiy.	Procrear.
Ruray.	Producir.
Hatarichiy.	Prosperar.
Turpuy.	Punzar.
Chuyanchay.	Purificar.
Pakiy.	Quebrar.
Qhipay.	Quedar.
Ruphachiy.	Quemar.
Munay.	Querer.
Qichiy.	Quitar.
Illay.	Radiar.
Khituy.	Raer.
Chiqtay.	Rajar.
Thupay.	Rallar.
Hallphiy.	Rascar.
Qhasuy.	Rasgar.
Thupay.	Raspar.
Taqay.	Rebajar.
Pinkiy.	Rebotar.     
Kuskiy.	Rebuscar.  
Manchapakuy.	Recelar.     
Chaskiy.	Recibir.  
Manuchay.	Reclamar.    
Huñuy.	Recoger.  
Allipunay.	Reconciliar.    
Yuyariy.	Recordar.  
Kuchupay.	Recortar.      
Sirichiy.	Recostar. 
Qochuchiy.	Recrear.     
Muyuyachiy.	Redondear. 
Pisiyachiy.	Reducir.     
Hamutay.	Reflexionar.  
Qhetuy.	Refregar.     
Chiriyachiy.	Refrescar. 
Kutipakuy.	Refutar.      
Suñay.	Regalar.
Anyay.	Regañar.     
Qarpay.	Regar. 
Kutimuy.	Regresar.     
Rurapay.	Rehacer.  
Asikuy.	Reír.       
Wijijijiy.	Relinchar.  
Llinpay.	Rellenar.     
Qallpay.	Remangar.  
Yachapayay.	Remedar.    
Apachiy.	Remitir.  
Chulluchiy.	Remojar.      
Qhinuy.	Remoler.  
Qaywiy.	Remover.      
Atipay.	Rendir.
Allichay.	Reparar.     
Rakiy.	Repartir.  
Kutipay.	Repetir.      
Samariy.	Reposar.  
Khusñay.	Represar.      
Lluqhay.	Reptar.  
Lluskhay.	Resbalar.    
Chhullichiy.	Resfriar.  
Kawsariy.	Resusicitar.      
Yuyaychay.	Respetar. 
Puchuy.	Restar.    
Kawsariy.	Resurgir.  
Suchurichiy.	Retirar.     
Qewiy.	Retorcer. 
Huñuy.	Reunir.     
Huñunakuy.	Reunirse.  
Kausariy.	Revivir.     
Qhospay.	Revolcar. 
Rawiy.	Revolver.     
Harawikuy.	Rimar. 
Llallinakuy.	Rivalizar.     
Suway.	Robar.  
Challay.	Rociar.      
Pakiy.	Romper.  
Qhorquy.	Roncar.      
Qoray.	Rozar. 
Ayqoy.	Rugir.      
Yachay.	Saber.  
Yachayniyoq.	Saber.    
Miskichikuy.	Saborear.  
Orqoy.	Sacar.      
Saksay.	Saciar. 
Chhafchiy.	Sacudir.               
Khallay.	Sajar. 
Kachichay.	Salar.     
Lloqsiy.	Salir. 
Chiqichiy.	Salpicar.     
Pitay.	Saltar.  
Napaykuy.	Saludar.    
Qespichiy.	Salvar.  
Qhaliyay.	Sanar.      
Waykuy.	Sancochar.  
Sirkay.	Sangrar.      
Chakichiy.	Secar.  
Rutuy.	Segar.    
Qatiy.	Seguir.    
Tarpuy.	Sembrar.     
Rikchakuy.	Semejar. 
Topsiy.	Señalar.    
Tiyay.	Sentarse.
Kay.	Ser.      
Qaray.	Servir.  
Khuyuy.	Silvar.    
Churay.	Situar. 
Titichay.	Soldar.      
Musphay.	Soñar.   
Asirikuy.	Sonreir.      
Pukayachiy.	Sonrojar. 
Chapuy.	Sopar.     
Phukuy.	Soplar.  
Upiy.	Sorber.      
Kachariy.	Sotar.  
Wichay.	Subir.       
Hatarichiy.	Sublevar.  
Kausay.	Subsistir.      
Chunqay.	Succionar.  
Ñakariy.	Sufrir.     
Yapay.	Sumar.  
Challpuy.	Sumergir.      
Llallipay.	Superar.  
Wachuchay.	Surcar.      
Warluy.	Suspender. 
Khallay.	Tajar.       
Wituy.	Talar. 
Chiqoy.	Tallar.      
Kirpay.	Tapar.  
Chaninchay.	Tasar.      
Away.	Tejer.  
Khatatatay.	Temblar.      
Manchakuy.	Temer. 
Manchakuy.	Temer.      
Kapuy.	Tener.  
Tullpuy.	Teñir.      
Tukuy.	Terminar.  
Chutay.	Tesar.     
Cheqaqchay.	Testificar. 
Cheqanchay.	Testimoniar.    
Lliphipipiy.	Titilar.     
Qhellichay.	Tiznar.  
Llamiy.	Tocar.    
Ukyay.	Tomar.  
Takay.	Topar.      
Qiwiy.	Torcer.  
Ñakarichiy.	Torturar.      
Uhuy.	Toser.
Hankay.	Tostar.     
Llankay.	Trabajar. 
Tinkiy.	Trabar.      
Kutichiy.	Traducir.  
Apamuy.	Traer.     
Millpuy.	Tragar.  
Sirpay.	Traicionar.      
Miniy.	Tramar.  
Chakay.	Trancar.      
Puriy.	Transitar. 
Hunpiy.	Transpirar.     
Astay.	Trasladar.  
Wasapay.	Trasmontar.    
Paqariy.	Trasnochar.  
Hunpiy.	Traspirar.      
Rutuy.	Trasquilar.  
Sinpay.	Trenzar.     
Qhellay.	Trillar. 
Chaqnay.	Trincar.      
Kimsachay.	Triplicar. 
Ñutuy.	Triturar.      
Llalliy.	Triunfar.  
Muskay.	Tropezar.     
Chaqchay.	Trotar. 
Kuchuy.	Trozar.     
Kunpay.	Tumbar.
Mitay.	Turnar.      
Hoqninchay.	Unificar. 
Huñuy.	Unir.
Hawiy.	Untar.       
Qechuy.	Usurpar.  
Hichay.	Vaciar.    
Chinpay.	Vadear.  
Sumaqchakuy.	Vanagloriarse.                            
Qellayay.	Vagar.  
Watuy.	Visitar.      
Llalliy.	Vencer. 
Wankuy.	Vendar. 
Mana yachaspa ruway.	Accidente.
Chaskiy.	Acoger.
Sulluy.	Abortar.
Qatiy.	Acosar.
Huñunakuy simi qelqa.	Acta.
Paqtay mañakuq.	Actor.
Huñuy.	Acumular.
Tumpasqa.	Acusado.
Chaskiy.	Admitir.
Anyay.	Amonestación.
Waqaychapuy.	Archivamiento.
Allin.	Bien.
Umani.	Cabecilla. 
Willaywan manchachiy.	Chantaje.
Minkay.	Citación.
Hayrata.	Condena.
Manu panpachay.	Condonación.
Qechuy.	Decomisar.
Willay.	Declarar.
Hucha.	Delito.
Paqtaywan mañay. 	Demandar.
Wiksayoq kay.	Encinta.
Pantay.	Error.
Suyay.	Espera.
Harkay.	Evitar.
Yanapay.	Favor.
Sullu.	Feto.
Ruwasqa.	Hecho.
Mana chanin.	Ilegal.
Chuya sonqo.	Inocencia.
Atipanakuy.	Juicio.
Paqtay.	Justicia.
Paqtay wasi.	Juzgado. 
Paqtachaq wasi.	Juzgado.
Patay kamayoq.	Juez.
¡Akakaw!	¡Qué dolor!
¡Akakaw!	¡Qué caliente!
akakllu.	pájaro carpintero.
akllawasi.	casa de las escogidas.
asnaq yaku.	agua olorosa.
¡Alalaw!	¡Qué frío!
¡Allillanmi!	¡Estoy bien!
¡Allillanpuni!	¡Estoy bien!
¡Atataw!	¡Qué feo!
¡Atataw!	¡Qué asco!
¡Atataw!	¡Qué asqueroso!
antaykira.	recién nacido.
araqchaki.	pie sucio.
¡Aqá!	¡Ah ya!
¡Asá!	¡Así se llama!
¡Añallaw!	¡Qué rico!
¡Añallaw!	¡Qué hermoso!
¡Añallaw!	¡Qué lindo!
ayni.	trabajo comunal.
kaykama.	hasta aquí.
kaymanta.	desde aquí.
kaymantapacha.	desde ahora.
kayna.	como esto.
kayna.	de este modo.
kayna.	en tal manera.
kayna.	de esta manera.
kayna.	de esta forma.
kayna.	de esta modo.
chaykama.	hasta allí.
¡Chaskillaykim!	¡Asimismo!; 
¡chaykama!	¡Hasta entonces!
chaykama.	hasta entonces.
chaykama.	hasta mientras.
chaypaq.	para eso.
chayraq killa.	luna nueva.
chaychá.	tal vez.
chayna.	de ese modo.
chayna.	como eso.
chayna.	en tal manera.
chayna.	en esa manera.
chaylla.	nada más.
chaylla.	solo eso.
chaylla.	eso no más.
chaylla.	eso sólo.
chaylla.	nada mas.
chaylla.	en seguida.
chay kama.	hasta allí.
chay kama.	hasta ahí.
chayman.	hacia ahí.
chayman.	hacia allí.
chayman.	hacia allá.
chayman.	a ese lugar.
chaymanta.	de ahí.
chaymanta.	desde entonces.
chaymanta.	después de eso.
chaynin.	por ahí.
chaynin.	por allí.
chaypi.	en ese lugar.
chayqa.	ahí está.
chaysi.	en ese tiempo.
chikama.	hasta luego.
chimpa.	al otro lado.
chimsiy.	cerrar los ojos.
chiriwanmi.	tengo frío.
allquykuna.	Mis perros.
allquykikuna.	Tus perros.
allqunkuna.	Sus perros.
allqunchikkuna.	Nuestros perros.
allquykuna.	Nuestros perros.
allquykichikkuna.	Vuestros perros.
allqunkuna.	Los perros de ellos.
¿Imaynalla?	¿Cómo estás?
imayna?	¿De qué manera?
imaynallataq?	¿Cómo estas?
Imaynallataq kachkanki?	¿cómo estás?
imaynapi?	¿para cuánto?
imaynapi?	¿de qué manera?
imaynapi?	¿cuánto cuesta?
imaynapitaq?	¿para cuánto?
imaynapitaq?	¿cuánto cuesta?
imaynataq?	¿de qué modo?
imaynataq?	¿de qué forma?
imaynataq?	¿de qué manera?
imamanta?	¿por qué?
imamanta?	¿por qué razón?
imamanta?	¿porqué?
imanasqa?	¿por qué?
imanasqa?	¿por qué razón?
imanasqa?	¿porqué?
imapaq?	¿para qué?
imapaq?	¿Con qué fin?
imapas.	cualquier cosa.
imapas.	lo que sea.
kachariy.	poner en libertad.
kasarakuy.	contraer matrimonio.
imawan?	¿con qué?
imawantaq?	¿con qué?
imay?	¿qué hora?
imay?	¿qué tiempo?
Yuyaykim.	Te recuerdo.
Misk’illay.	Mi dulzura.      
Urpichallay.	Mi palomita.     
¡Ananáu!	¡Qué bonito!
Achaláu!	¡Qué rico!
¡Añañáu!	¡Qué lindo!
¡Akakalláu!	¡Qué pena!
¡Ima munay!	¡Qué amable!
¡Achhakáu!	¡Qué dolor!
¡Akhakháu!	¡Qué calor!
¡Alaláu!	¡Qué frío!
¡Ananay!	¡Qué cansancio!
¡Atatáu!	¡Qué feo!
Munayki.	Te deseo. 
Munakuyki.	Te quiero.
Llamkaniku. 	trabajamos.
Lamkanku.	Ellos trabajan.
Riman.	Ella habla.
Kuyasunki.	El te quiere. 
Kuyawan.	Ella me ama.
Kuyawanki.	Me quieres.
Kuyayki.	Te quiero.
Rupapakuy. 	Tener fiebre.
Huktawan.	Una vez más.
Wiñaypaq.	Por siempre.
¿Hakuchu?	¿Podemos ir?
Millakuy.	asco.
Yupaychay.	Respetar.
Laway.	Preparar lawa.
Lima.	Lima.
Limachi.	Limachi.
May law.	Qué lado.
Mayu.	Mayo.
Pidru.	 Pedro.
Qawana.	Qawana.
Titikaka.	Titicaca.
Warku.	Ochenta centavos.
¡Ananallaw!	¡Qué dolor!
